Crew_ID,Age,Stress_Level,Crew_Role,Fitness_Level,Species,Home_Planet,Ship_Name,Recent_Medical_Incident
CRW1042,178,28,Pilot,High,Draconian,Dracos,SS Solaris,True
CRW1043,59,58,Security,High,Andromedan,Zylar IV,SS Orion,False
CRW1044,118,97,Pilot,Moderate,Vulperian,Vulpes,SS Solaris,False
CRW1045,176,16,Security,High,Draconian,Vulpes,SS Aurora,False
CRW1046,54,42,Communications Officer,High,Draconian,Vulpes,SS Andromeda,False
CRW1047,107,79,Navigator,High,Aquarion,Andromeda Prime,SS Solaris,False
CRW1048,87,65,Scientist,Moderate,Eldari,Vulpes,SS Aurora,False
CRW1049,31,33,Medical Officer,Moderate,Eldari,Nova Terra,SS Orion,False
CRW1050,26,7,Medical Officer,Moderate,Zetan,Zylar IV,SS Andromeda,False
CRW1051,144,12,Medical Officer,Moderate,Xel'Naga,Andromeda Prime,SS Solaris,False
CRW1052,95,7,Navigator,Moderate,Human,Zylar IV,SS Aurora,False
CRW1053,118,93,Security,High,Xel'Naga,Krellar,SS Andromeda,False
CRW1054,139,95,Communications Officer,High,Felid,Zeta Reticuli,SS Andromeda,False
CRW1055,59,99,Medical Officer,Moderate,Andromedan,Felix,SS Endeavor,True
CRW1056,162,93,Pilot,High,Andromedan,Nova Terra,SS Andromeda,False
CRW1057,180,64,Medical Officer,High,Andromedan,Earth,SS Aurora,False
CRW1058,68,42,Navigator,Moderate,Vulperian,Earth,SS Orion,False
CRW1059,130,38,Communications Officer,Moderate,Human,Aquaros,SS Odyssey,False
CRW1060,36,80,Scientist,High,Eldari,Nova Terra,SS Endeavor,False
CRW1061,178,58,Communications Officer,High,Synthoid,Zylar IV,SS Aurora,True
CRW1062,157,83,Pilot,Low,Eldari,Earth,SS Aurora,False
CRW1063,26,87,Medical Officer,Low,Vulperian,Zeta Reticuli,SS Aurora,False
CRW1064,178,85,Medical Officer,Moderate,Andromedan,Earth,SS Solaris,False
CRW1065,68,92,Engineer,Moderate,Vulperian,Vulpes,SS Solaris,False
CRW1066,89,85,Security,Moderate,Eldari,Aquaros,SS Orion,True
CRW1067,97,43,Pilot,Low,Synthoid,Andromeda Prime,SS Aurora,False
CRW1068,194,8,Engineer,Low,Zetan,Dracos,SS Solaris,False
CRW1069,151,36,Communications Officer,High,Human,Dracos,SS Solaris,False
CRW1070,176,73,Scientist,Low,Vulperian,Earth,SS Solaris,False
CRW1071,116,35,Security,High,Felid,Zylar IV,SS Orion,False
CRW1072,136,100,Pilot,High,Eldari,Zylar IV,SS Orion,False
CRW1073,185,91,Medical Officer,Moderate,Human,Vulpes,SS Aurora,False
CRW1074,57,27,Communications Officer,Moderate,Eldari,Earth,SS Endeavor,False
CRW1075,47,41,Pilot,Low,Eldari,Earth,SS Aurora,True
CRW1076,64,42,Medical Officer,High,Synthoid,Dracos,SS Solaris,False
CRW1077,48,84,Security,Moderate,Zetan,Krellar,SS Odyssey,False
CRW1078,90,87,Medical Officer,Low,Human,Earth,SS Solaris,False
CRW1079,169,41,Scientist,Low,Felid,Andromeda Prime,SS Andromeda,False
CRW1080,32,65,Communications Officer,High,Andromedan,Aquaros,SS Odyssey,False
CRW1081,95,54,Navigator,High,Human,Aquaros,SS Odyssey,False
CRW1082,125,71,Medical Officer,Moderate,Felid,Andromeda Prime,SS Aurora,False
CRW1083,59,47,Scientist,High,Draconian,Krellar,SS Solaris,False
CRW1084,155,90,Navigator,Low,Andromedan,Zylar IV,SS Solaris,False
CRW1085,44,21,Communications Officer,Low,Human,Dracos,SS Endeavor,False
CRW1086,68,100,Security,High,Aquarion,Aquaros,SS Andromeda,False
CRW1087,111,26,Security,High,Aquarion,Felix,SS Aurora,True
CRW1088,67,92,Communications Officer,High,Eldari,Felix,SS Orion,False
CRW1089,128,66,Communications Officer,Low,Andromedan,Nova Terra,SS Aurora,False
CRW1090,161,12,Pilot,High,Human,Zeta Reticuli,SS Odyssey,False
CRW1091,162,44,Scientist,Moderate,Eldari,Dracos,SS Aurora,False
CRW1092,125,9,Scientist,Moderate,Xel'Naga,Krellar,SS Endeavor,False
CRW1093,132,99,Communications Officer,Moderate,Eldari,Nova Terra,SS Aurora,False
CRW1094,125,8,Engineer,High,Vulperian,Earth,SS Endeavor,False
CRW1095,81,53,Engineer,High,Aquarion,Andromeda Prime,SS Odyssey,True
CRW1096,192,26,Navigator,Low,Xel'Naga,Felix,SS Endeavor,False
CRW1097,121,33,Navigator,Low,Krell,Earth,SS Solaris,False
CRW1098,89,0,Engineer,Moderate,Felid,Felix,SS Orion,False
CRW1099,154,31,Communications Officer,High,Vulperian,Vulpes,SS Odyssey,False
CRW1100,141,88,Communications Officer,High,Andromedan,Eldar,SS Endeavor,False
CRW1101,58,92,Navigator,Moderate,Eldari,Andromeda Prime,SS Andromeda,False
CRW1102,93,70,Medical Officer,High,Aquarion,Nova Terra,SS Odyssey,False
CRW1103,148,66,Communications Officer,Low,Zetan,Zeta Reticuli,SS Andromeda,False
CRW1104,127,83,Engineer,Moderate,Felid,Eldar,SS Orion,False
CRW1105,113,19,Scientist,High,Aquarion,Vulpes,SS Endeavor,False
CRW1106,52,93,Communications Officer,Low,Synthoid,Zylar IV,SS Odyssey,False
CRW1107,143,34,Communications Officer,Low,Aquarion,Vulpes,SS Odyssey,False
CRW1108,158,98,Medical Officer,High,Zetan,Eldar,SS Orion,False
CRW1109,72,90,Navigator,Moderate,Zetan,Aquaros,SS Solaris,True
CRW1110,50,89,Communications Officer,High,Eldari,Dracos,SS Andromeda,False
CRW1111,61,77,Security,High,Andromedan,Krellar,SS Odyssey,False
CRW1112,62,16,Pilot,High,Zetan,Earth,SS Aurora,False
CRW1113,32,17,Engineer,Moderate,Aquarion,Zylar IV,SS Andromeda,False
CRW1114,172,44,Security,Low,Andromedan,Krellar,SS Endeavor,False
CRW1115,22,92,Navigator,Moderate,Human,Vulpes,SS Orion,True
CRW1116,67,83,Scientist,High,Aquarion,Zeta Reticuli,SS Andromeda,False
CRW1117,122,52,Pilot,Moderate,Draconian,Earth,SS Aurora,False
CRW1118,170,90,Security,High,Eldari,Zylar IV,SS Aurora,False
CRW1119,111,81,Pilot,Low,Vulperian,Krellar,SS Orion,False
CRW1120,131,67,Engineer,Moderate,Eldari,Earth,SS Orion,False
CRW1121,185,64,Navigator,High,Zetan,Earth,SS Andromeda,False
CRW1122,78,0,Communications Officer,High,Felid,Zylar IV,SS Endeavor,True
CRW1123,22,57,Scientist,Moderate,Krell,Nova Terra,SS Solaris,True
CRW1124,84,25,Navigator,High,Synthoid,Dracos,SS Aurora,False
CRW1125,76,19,Pilot,Moderate,Draconian,Felix,SS Orion,False
CRW1126,136,86,Security,High,Zetan,Nova Terra,SS Solaris,True
CRW1127,189,9,Engineer,High,Aquarion,Earth,SS Solaris,False
CRW1128,164,58,Engineer,Moderate,Andromedan,Felix,SS Solaris,False
CRW1129,170,74,Navigator,Low,Draconian,Eldar,SS Endeavor,False
CRW1130,196,40,Communications Officer,Low,Krell,Andromeda Prime,SS Orion,False
CRW1131,74,4,Security,High,Vulperian,Eldar,SS Aurora,False
CRW1132,158,64,Communications Officer,High,Andromedan,Zylar IV,SS Orion,False
CRW1133,78,16,Communications Officer,High,Synthoid,Earth,SS Andromeda,False
CRW1134,138,21,Security,Moderate,Xel'Naga,Earth,SS Aurora,False
CRW1135,175,97,Pilot,Moderate,Synthoid,Zeta Reticuli,SS Orion,False
CRW1136,190,40,Navigator,Low,Eldari,Dracos,SS Aurora,True
CRW1137,56,92,Navigator,Low,Draconian,Zeta Reticuli,SS Andromeda,False
CRW1138,84,67,Medical Officer,High,Eldari,Zylar IV,SS Odyssey,True
CRW1139,46,68,Navigator,Moderate,Zetan,Aquaros,SS Aurora,False
CRW1140,111,10,Engineer,Low,Human,Nova Terra,SS Odyssey,False
CRW1141,96,55,Pilot,Low,Zetan,Felix,SS Solaris,True
CRW1142,59,50,Security,High,Vulperian,Zeta Reticuli,SS Endeavor,False
CRW1143,151,20,Navigator,High,Draconian,Zylar IV,SS Andromeda,False
CRW1144,156,98,Pilot,Moderate,Felid,Nova Terra,SS Aurora,False
CRW1145,183,75,Navigator,High,Felid,Zylar IV,SS Andromeda,False
CRW1146,112,25,Security,High,Human,Aquaros,SS Solaris,False
CRW1147,38,18,Scientist,High,Andromedan,Felix,SS Odyssey,False
CRW1148,149,59,Security,Moderate,Human,Dracos,SS Endeavor,False
CRW1149,192,70,Security,High,Vulperian,Dracos,SS Andromeda,True
CRW1150,129,46,Security,High,Aquarion,Zylar IV,SS Odyssey,False
CRW1151,173,70,Navigator,High,Eldari,Zeta Reticuli,SS Solaris,False
CRW1152,46,25,Medical Officer,Low,Krell,Dracos,SS Solaris,False
CRW1153,109,39,Security,Low,Zetan,Andromeda Prime,SS Solaris,True
CRW1154,182,4,Engineer,Moderate,Draconian,Zeta Reticuli,SS Odyssey,False
CRW1155,198,20,Engineer,Moderate,Vulperian,Krellar,SS Aurora,False
CRW1156,50,77,Pilot,Low,Xel'Naga,Vulpes,SS Orion,False
CRW1157,84,3,Medical Officer,High,Krell,Zylar IV,SS Andromeda,False
CRW1158,171,22,Pilot,High,Vulperian,Zylar IV,SS Orion,False
CRW1159,175,83,Engineer,High,Xel'Naga,Zylar IV,SS Solaris,True
CRW1160,177,14,Communications Officer,High,Xel'Naga,Aquaros,SS Orion,True
CRW1161,135,92,Engineer,High,Xel'Naga,Felix,SS Odyssey,False
CRW1162,70,7,Scientist,Low,Aquarion,Zylar IV,SS Solaris,False
CRW1163,102,40,Security,Moderate,Human,Dracos,SS Solaris,False
CRW1164,105,18,Communications Officer,Moderate,Felid,Dracos,SS Endeavor,False
CRW1165,126,45,Engineer,Low,Synthoid,Vulpes,SS Endeavor,False
CRW1166,198,27,Navigator,High,Zetan,Vulpes,SS Odyssey,False
CRW1167,169,90,Navigator,High,Xel'Naga,Eldar,SS Odyssey,True
CRW1168,139,67,Pilot,Moderate,Vulperian,Zeta Reticuli,SS Orion,True
CRW1169,107,14,Communications Officer,Moderate,Andromedan,Dracos,SS Andromeda,False
CRW1170,84,98,Pilot,High,Andromedan,Dracos,SS Orion,False
CRW1171,125,36,Security,Moderate,Felid,Aquaros,SS Odyssey,False
CRW1172,70,0,Security,Moderate,Draconian,Dracos,SS Andromeda,False
CRW1173,92,66,Scientist,Moderate,Eldari,Dracos,SS Orion,False
CRW1174,22,23,Medical Officer,Moderate,Xel'Naga,Eldar,SS Aurora,False
CRW1175,162,26,Pilot,High,Vulperian,Andromeda Prime,SS Aurora,False
CRW1176,144,39,Security,High,Xel'Naga,Eldar,SS Andromeda,False
CRW1177,83,62,Pilot,Moderate,Aquarion,Andromeda Prime,SS Endeavor,False
CRW1178,53,60,Security,High,Eldari,Eldar,SS Andromeda,True
CRW1179,179,35,Engineer,Low,Xel'Naga,Dracos,SS Orion,False
CRW1180,50,97,Pilot,Moderate,Zetan,Eldar,SS Solaris,False
CRW1181,70,92,Engineer,High,Andromedan,Dracos,SS Aurora,True
CRW1182,194,23,Pilot,Moderate,Xel'Naga,Dracos,SS Solaris,False
CRW1183,51,23,Medical Officer,Moderate,Zetan,Vulpes,SS Aurora,False
CRW1184,165,3,Scientist,High,Zetan,Earth,SS Orion,False
CRW1185,189,66,Navigator,Low,Human,Andromeda Prime,SS Aurora,False
CRW1186,40,33,Navigator,Low,Zetan,Krellar,SS Andromeda,False
CRW1187,39,56,Navigator,Moderate,Eldari,Zeta Reticuli,SS Solaris,False
CRW1188,22,48,Engineer,High,Andromedan,Zeta Reticuli,SS Odyssey,True
CRW1189,99,86,Communications Officer,Moderate,Draconian,Eldar,SS Solaris,True
CRW1190,136,52,Security,Moderate,Aquarion,Earth,SS Orion,False
CRW1191,196,22,Navigator,High,Andromedan,Aquaros,SS Odyssey,False
CRW1192,134,68,Medical Officer,High,Vulperian,Krellar,SS Solaris,False
CRW1193,135,94,Navigator,Low,Draconian,Zeta Reticuli,SS Orion,False
CRW1194,187,52,Pilot,High,Zetan,Nova Terra,SS Endeavor,False
CRW1195,84,61,Engineer,Moderate,Xel'Naga,Zylar IV,SS Andromeda,True
CRW1196,153,40,Communications Officer,Moderate,Human,Nova Terra,SS Aurora,False
CRW1197,150,56,Pilot,Moderate,Draconian,Aquaros,SS Aurora,False
CRW1198,29,59,Communications Officer,High,Vulperian,Krellar,SS Aurora,False
CRW1199,178,53,Pilot,Low,Vulperian,Zeta Reticuli,SS Endeavor,False
CRW1200,76,69,Pilot,High,Draconian,Eldar,SS Andromeda,True
CRW1201,124,100,Scientist,Moderate,Human,Zylar IV,SS Solaris,False
CRW1202,152,56,Scientist,Moderate,Zetan,Andromeda Prime,SS Solaris,True
CRW1203,53,9,Security,Moderate,Eldari,Zeta Reticuli,SS Andromeda,False
CRW1204,31,39,Engineer,Low,Vulperian,Zeta Reticuli,SS Odyssey,False
CRW1205,131,6,Medical Officer,Moderate,Zetan,Felix,SS Andromeda,False
CRW1206,183,37,Medical Officer,High,Eldari,Aquaros,SS Aurora,False
CRW1207,145,84,Medical Officer,Low,Eldari,Zeta Reticuli,SS Solaris,False
CRW1208,108,60,Pilot,Moderate,Vulperian,Krellar,SS Andromeda,False
CRW1209,76,83,Scientist,High,Draconian,Earth,SS Solaris,False
CRW1210,53,2,Engineer,High,Eldari,Krellar,SS Andromeda,True
CRW1211,199,50,Pilot,Low,Xel'Naga,Andromeda Prime,SS Orion,False
CRW1212,156,85,Communications Officer,High,Andromedan,Earth,SS Aurora,False
CRW1213,114,46,Scientist,Moderate,Aquarion,Zeta Reticuli,SS Andromeda,True
CRW1214,29,67,Scientist,Moderate,Vulperian,Zeta Reticuli,SS Endeavor,True
CRW1215,86,91,Navigator,High,Krell,Felix,SS Andromeda,False
CRW1216,78,75,Navigator,Moderate,Eldari,Zylar IV,SS Orion,False
CRW1217,88,37,Engineer,High,Synthoid,Zeta Reticuli,SS Endeavor,False
CRW1218,93,35,Communications Officer,Moderate,Felid,Dracos,SS Endeavor,False
CRW1219,75,40,Engineer,Moderate,Xel'Naga,Andromeda Prime,SS Andromeda,False
CRW1220,88,68,Engineer,Moderate,Krell,Vulpes,SS Orion,False
CRW1221,72,12,Pilot,Moderate,Zetan,Eldar,SS Endeavor,True
CRW1222,118,86,Security,Low,Aquarion,Zylar IV,SS Aurora,False
CRW1223,113,57,Engineer,Moderate,Human,Nova Terra,SS Odyssey,False
CRW1224,29,49,Navigator,High,Eldari,Earth,SS Aurora,False
CRW1225,183,29,Security,High,Felid,Vulpes,SS Solaris,False
CRW1226,56,61,Pilot,Moderate,Human,Eldar,SS Solaris,False
CRW1227,117,100,Security,Low,Aquarion,Zeta Reticuli,SS Orion,False
CRW1228,109,24,Medical Officer,Low,Xel'Naga,Krellar,SS Endeavor,False
CRW1229,99,26,Communications Officer,Low,Xel'Naga,Dracos,SS Aurora,True
CRW1230,53,50,Security,High,Aquarion,Felix,SS Aurora,False
CRW1231,141,77,Engineer,Moderate,Xel'Naga,Earth,SS Odyssey,False
CRW1232,67,56,Pilot,Moderate,Felid,Earth,SS Orion,False
CRW1233,165,46,Communications Officer,High,Eldari,Earth,SS Endeavor,False
CRW1234,186,99,Engineer,High,Aquarion,Andromeda Prime,SS Orion,False
CRW1235,163,38,Communications Officer,Low,Vulperian,Earth,SS Andromeda,False
CRW1236,76,15,Navigator,High,Synthoid,Zylar IV,SS Aurora,False
CRW1237,197,21,Medical Officer,High,Zetan,Eldar,SS Orion,False
CRW1238,28,84,Navigator,High,Andromedan,Krellar,SS Orion,False
CRW1239,95,53,Engineer,Low,Felid,Zylar IV,SS Odyssey,False
CRW1240,28,20,Engineer,Moderate,Draconian,Zylar IV,SS Andromeda,False
CRW1241,182,71,Engineer,Moderate,Synthoid,Dracos,SS Solaris,False
CRW1242,172,15,Scientist,Low,Andromedan,Felix,SS Aurora,False
CRW1243,106,58,Medical Officer,High,Draconian,Krellar,SS Odyssey,True
CRW1244,168,30,Communications Officer,Moderate,Human,Dracos,SS Orion,False
CRW1245,133,41,Engineer,High,Synthoid,Earth,SS Aurora,False
CRW1246,146,73,Engineer,High,Krell,Earth,SS Solaris,True
CRW1247,168,31,Communications Officer,Low,Synthoid,Zylar IV,SS Orion,False
CRW1248,57,58,Navigator,Moderate,Xel'Naga,Zylar IV,SS Andromeda,False
CRW1249,50,33,Navigator,High,Eldari,Earth,SS Aurora,False
CRW1250,103,8,Engineer,High,Eldari,Aquaros,SS Odyssey,False
CRW1251,23,80,Pilot,Moderate,Andromedan,Eldar,SS Andromeda,False
CRW1252,150,10,Scientist,High,Xel'Naga,Andromeda Prime,SS Solaris,False
CRW1253,68,95,Navigator,High,Human,Felix,SS Solaris,False
CRW1254,169,9,Pilot,High,Eldari,Vulpes,SS Aurora,False
CRW1255,32,85,Scientist,High,Zetan,Zeta Reticuli,SS Solaris,False
CRW1256,151,16,Engineer,Low,Human,Nova Terra,SS Endeavor,False
CRW1257,140,67,Medical Officer,High,Xel'Naga,Krellar,SS Odyssey,False
CRW1258,161,47,Security,High,Xel'Naga,Dracos,SS Aurora,False
CRW1259,41,51,Security,Moderate,Andromedan,Krellar,SS Endeavor,False
CRW1260,26,24,Engineer,Low,Vulperian,Earth,SS Solaris,True
CRW1261,58,20,Navigator,High,Eldari,Vulpes,SS Aurora,False
CRW1262,187,100,Pilot,High,Xel'Naga,Nova Terra,SS Endeavor,False
CRW1263,158,64,Medical Officer,High,Xel'Naga,Zylar IV,SS Solaris,False
CRW1264,74,62,Communications Officer,Moderate,Zetan,Zylar IV,SS Orion,True
CRW1265,193,88,Scientist,Moderate,Synthoid,Felix,SS Orion,True
CRW1266,120,50,Engineer,Low,Synthoid,Dracos,SS Andromeda,False
CRW1267,107,35,Medical Officer,Low,Xel'Naga,Eldar,SS Orion,True
CRW1268,129,80,Medical Officer,Moderate,Felid,Felix,SS Endeavor,False
CRW1269,45,87,Navigator,Moderate,Human,Zeta Reticuli,SS Odyssey,False
CRW1270,102,65,Scientist,Moderate,Zetan,Felix,SS Orion,False
CRW1271,179,14,Medical Officer,High,Human,Eldar,SS Aurora,False
CRW1272,141,95,Navigator,Low,Draconian,Vulpes,SS Aurora,False
CRW1273,80,38,Pilot,High,Vulperian,Eldar,SS Aurora,False
CRW1274,149,69,Navigator,High,Synthoid,Dracos,SS Orion,True
CRW1275,135,0,Pilot,Moderate,Synthoid,Nova Terra,SS Orion,False
CRW1276,136,22,Pilot,High,Zetan,Nova Terra,SS Andromeda,False
CRW1277,35,38,Communications Officer,Moderate,Felid,Nova Terra,SS Odyssey,False
CRW1278,30,56,Communications Officer,Moderate,Felid,Zylar IV,SS Odyssey,True
CRW1279,61,80,Medical Officer,Moderate,Aquarion,Aquaros,SS Solaris,True
CRW1280,46,33,Navigator,Low,Human,Vulpes,SS Andromeda,False
CRW1281,124,40,Communications Officer,High,Eldari,Zeta Reticuli,SS Endeavor,False
CRW1282,43,92,Pilot,Moderate,Zetan,Vulpes,SS Aurora,False
CRW1283,25,72,Communications Officer,Moderate,Andromedan,Felix,SS Orion,False
CRW1284,175,12,Scientist,Moderate,Aquarion,Vulpes,SS Solaris,False
CRW1285,50,69,Medical Officer,Moderate,Krell,Eldar,SS Solaris,False
CRW1286,130,5,Navigator,High,Human,Andromeda Prime,SS Orion,False
CRW1287,119,83,Navigator,Moderate,Aquarion,Felix,SS Andromeda,False
CRW1288,58,51,Security,High,Zetan,Felix,SS Solaris,False
CRW1289,96,2,Navigator,Low,Eldari,Vulpes,SS Odyssey,False
CRW1290,91,80,Medical Officer,High,Andromedan,Dracos,SS Andromeda,False
CRW1291,167,62,Scientist,Moderate,Vulperian,Andromeda Prime,SS Orion,True
CRW1292,149,48,Navigator,High,Aquarion,Aquaros,SS Andromeda,False
CRW1293,106,75,Security,High,Vulperian,Dracos,SS Odyssey,True
CRW1294,63,46,Medical Officer,Moderate,Xel'Naga,Vulpes,SS Aurora,True
CRW1295,121,54,Pilot,Low,Synthoid,Krellar,SS Orion,False
CRW1296,62,63,Engineer,Moderate,Draconian,Zylar IV,SS Odyssey,False
CRW1297,187,64,Engineer,Low,Synthoid,Eldar,SS Orion,False
CRW1298,55,80,Pilot,Moderate,Krell,Earth,SS Odyssey,False
CRW1299,38,66,Communications Officer,Moderate,Felid,Zeta Reticuli,SS Odyssey,False
CRW1300,186,89,Navigator,High,Eldari,Zeta Reticuli,SS Solaris,False
CRW1301,174,14,Engineer,Low,Andromedan,Dracos,SS Solaris,False
CRW1302,143,99,Communications Officer,High,Vulperian,Zeta Reticuli,SS Solaris,False
CRW1303,97,31,Engineer,Low,Zetan,Andromeda Prime,SS Aurora,True
CRW1304,108,95,Pilot,Low,Vulperian,Nova Terra,SS Aurora,False
CRW1305,138,67,Navigator,Low,Eldari,Krellar,SS Odyssey,False
CRW1306,127,17,Navigator,Moderate,Zetan,Earth,SS Endeavor,True
CRW1307,107,82,Communications Officer,Moderate,Zetan,Zeta Reticuli,SS Orion,False
CRW1308,48,42,Pilot,Moderate,Krell,Zeta Reticuli,SS Solaris,False
CRW1309,78,34,Communications Officer,High,Eldari,Dracos,SS Orion,True
CRW1310,52,77,Navigator,Moderate,Aquarion,Felix,SS Odyssey,False
CRW1311,155,57,Navigator,High,Synthoid,Vulpes,SS Andromeda,False
CRW1312,189,32,Medical Officer,Moderate,Felid,Zylar IV,SS Odyssey,False
CRW1313,119,13,Communications Officer,High,Xel'Naga,Eldar,SS Aurora,False
CRW1314,33,33,Medical Officer,High,Vulperian,Eldar,SS Endeavor,False
CRW1315,74,60,Pilot,High,Aquarion,Eldar,SS Andromeda,False
CRW1316,159,3,Scientist,Moderate,Xel'Naga,Eldar,SS Orion,False
CRW1317,194,87,Engineer,Moderate,Andromedan,Aquaros,SS Aurora,True
CRW1318,166,58,Medical Officer,High,Draconian,Felix,SS Solaris,False
CRW1319,175,28,Engineer,Moderate,Felid,Earth,SS Andromeda,False
CRW1320,143,82,Security,High,Vulperian,Vulpes,SS Aurora,False
CRW1321,67,5,Pilot,Moderate,Krell,Zylar IV,SS Orion,False
CRW1322,85,96,Scientist,Moderate,Xel'Naga,Zylar IV,SS Odyssey,False
CRW1323,151,48,Security,Moderate,Zetan,Dracos,SS Orion,True
CRW1324,75,39,Security,Moderate,Aquarion,Krellar,SS Andromeda,False
CRW1325,128,82,Navigator,High,Synthoid,Zeta Reticuli,SS Andromeda,False
CRW1326,72,64,Security,Moderate,Krell,Felix,SS Odyssey,False
CRW1327,57,68,Pilot,Moderate,Vulperian,Zeta Reticuli,SS Andromeda,False
CRW1328,136,26,Medical Officer,Moderate,Eldari,Vulpes,SS Endeavor,True
CRW1329,47,79,Pilot,Moderate,Aquarion,Aquaros,SS Solaris,False
CRW1330,50,5,Medical Officer,High,Krell,Andromeda Prime,SS Aurora,False
CRW1331,170,12,Security,Moderate,Draconian,Felix,SS Odyssey,False
CRW1332,32,63,Security,Moderate,Vulperian,Nova Terra,SS Orion,False
CRW1333,61,61,Scientist,High,Andromedan,Vulpes,SS Orion,False
CRW1334,32,98,Medical Officer,High,Synthoid,Andromeda Prime,SS Solaris,False
CRW1335,185,18,Security,High,Andromedan,Nova Terra,SS Andromeda,False
CRW1336,134,75,Navigator,Low,Xel'Naga,Zylar IV,SS Andromeda,False
CRW1337,60,79,Engineer,Moderate,Eldari,Aquaros,SS Orion,False
CRW1338,75,42,Scientist,High,Xel'Naga,Vulpes,SS Solaris,False
CRW1339,119,73,Pilot,High,Synthoid,Eldar,SS Orion,True
CRW1340,76,88,Scientist,Moderate,Aquarion,Zylar IV,SS Andromeda,True
CRW1341,132,19,Engineer,Low,Xel'Naga,Andromeda Prime,SS Odyssey,False
CRW1342,173,94,Medical Officer,High,Eldari,Felix,SS Aurora,False
CRW1343,171,67,Pilot,High,Human,Vulpes,SS Andromeda,False
CRW1344,90,43,Pilot,Low,Human,Vulpes,SS Odyssey,False
CRW1345,77,22,Medical Officer,High,Krell,Felix,SS Aurora,False
CRW1346,54,1,Communications Officer,High,Krell,Dracos,SS Endeavor,False
CRW1347,57,21,Communications Officer,Low,Vulperian,Earth,SS Solaris,False
CRW1348,169,56,Scientist,Moderate,Krell,Zylar IV,SS Odyssey,False
CRW1349,102,100,Security,High,Felid,Felix,SS Endeavor,False
CRW1350,130,71,Communications Officer,High,Draconian,Vulpes,SS Andromeda,True
CRW1351,175,6,Scientist,High,Krell,Zeta Reticuli,SS Solaris,False
CRW1352,94,77,Communications Officer,High,Draconian,Zeta Reticuli,SS Odyssey,False
CRW1353,61,55,Engineer,Low,Krell,Earth,SS Andromeda,False
CRW1354,38,66,Navigator,Moderate,Andromedan,Vulpes,SS Solaris,False
CRW1355,150,15,Security,Moderate,Felid,Eldar,SS Solaris,True
CRW1356,82,82,Scientist,Low,Felid,Earth,SS Andromeda,False
CRW1357,192,50,Navigator,Moderate,Zetan,Earth,SS Andromeda,False
CRW1358,125,81,Navigator,High,Draconian,Andromeda Prime,SS Odyssey,False
CRW1359,63,79,Communications Officer,Moderate,Aquarion,Andromeda Prime,SS Solaris,False
CRW1360,46,71,Medical Officer,Low,Vulperian,Krellar,SS Odyssey,False
CRW1361,60,96,Engineer,Low,Synthoid,Zylar IV,SS Solaris,False
CRW1362,56,11,Engineer,High,Draconian,Nova Terra,SS Odyssey,False
CRW1363,152,52,Engineer,Moderate,Xel'Naga,Felix,SS Andromeda,False
CRW1364,129,74,Security,Moderate,Zetan,Earth,SS Andromeda,False
CRW1365,193,4,Pilot,Low,Andromedan,Andromeda Prime,SS Orion,False
